"","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","word","score"
"1066",FALSE,0,NA,2017-11-14 18:43:21,FALSE,NA,"930506455928791046",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","basically_dej",101,TRUE,FALSE,NA,NA,"risk",-2
"1067",FALSE,0,NA,2017-11-14 18:43:21,FALSE,NA,"930506455928791046",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","basically_dej",101,TRUE,FALSE,NA,NA,"cancer",-1
"1068",FALSE,0,NA,2017-11-14 18:43:20,FALSE,NA,"930506449435869184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kaaaaaaaylah",282,TRUE,FALSE,NA,NA,"like",2
"1069",FALSE,0,NA,2017-11-14 18:43:20,FALSE,NA,"930506449435869184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kaaaaaaaylah",282,TRUE,FALSE,NA,NA,"ass",-4
"1070",FALSE,0,NA,2017-11-14 18:43:20,FALSE,NA,"930506449435869184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kaaaaaaaylah",282,TRUE,FALSE,NA,NA,"fucking",-4
"1071",FALSE,0,NA,2017-11-14 18:43:06,FALSE,NA,"930506391202254850",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Renee_Lynnnn",21,TRUE,FALSE,NA,NA,"love",3
"1072",FALSE,0,NA,2017-11-14 18:42:37,FALSE,NA,"930506269957509120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","winzyy1453",2967,TRUE,FALSE,NA,NA,"hate",-3
"1073",FALSE,1,"NardaCudi",2017-11-14 18:42:21,TRUE,"930501531396214784","930506203683155974","168971744","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Izzymahitta",1,FALSE,FALSE,NA,NA,"harsh",-2
"1074",FALSE,1,"NardaCudi",2017-11-14 18:42:21,TRUE,"930501531396214784","930506203683155974","168971744","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Izzymahitta",1,FALSE,FALSE,NA,NA,"horrible",-3
"1075",FALSE,0,NA,2017-11-14 18:42:09,FALSE,NA,"930506151967580160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MiNitriaJayy",2967,TRUE,FALSE,NA,NA,"hate",-3
"1076",FALSE,0,NA,2017-11-14 18:42:03,FALSE,NA,"930506126919196672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dumpstxrfire",101,TRUE,FALSE,NA,NA,"missing",-2
"1077",FALSE,0,NA,2017-11-14 18:42:03,FALSE,NA,"930506126919196672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dumpstxrfire",101,TRUE,FALSE,NA,NA,"lack",-2
"1078",FALSE,0,NA,2017-11-14 18:42:03,FALSE,NA,"930506126919196672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dumpstxrfire",101,TRUE,FALSE,NA,NA,"risk",-2
"1079",FALSE,0,NA,2017-11-14 18:42:03,FALSE,NA,"930506126919196672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dumpstxrfire",101,TRUE,FALSE,NA,NA,"cancer",-1
"1080",FALSE,1,NA,2017-11-14 18:41:38,FALSE,NA,"930506024355844097",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Zey1x",0,FALSE,FALSE,NA,NA,"clear",1
"1081",FALSE,1,NA,2017-11-14 18:41:38,FALSE,NA,"930506024355844097",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Zey1x",0,FALSE,FALSE,NA,NA,"scary",-2
"1082",FALSE,1,NA,2017-11-14 18:41:38,FALSE,NA,"930506024355844097",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Zey1x",0,FALSE,FALSE,NA,NA,"lmao",4
"1083",FALSE,0,NA,2017-11-14 18:41:37,FALSE,NA,"930506020274819072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","valeriaalfageme",2967,TRUE,FALSE,NA,NA,"hate",-3
"1084",FALSE,0,NA,2017-11-14 18:41:04,FALSE,NA,"930505879765635072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maddiharwi",101,TRUE,FALSE,NA,NA,"missing",-2
"1085",FALSE,0,NA,2017-11-14 18:41:04,FALSE,NA,"930505879765635072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maddiharwi",101,TRUE,FALSE,NA,NA,"lack",-2
"1086",FALSE,0,NA,2017-11-14 18:41:04,FALSE,NA,"930505879765635072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maddiharwi",101,TRUE,FALSE,NA,NA,"risk",-2
"1087",FALSE,0,NA,2017-11-14 18:41:04,FALSE,NA,"930505879765635072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maddiharwi",101,TRUE,FALSE,NA,NA,"cancer",-1
"1088",FALSE,0,NA,2017-11-14 18:40:22,FALSE,NA,"930505706272370688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","honeyrise",0,FALSE,FALSE,NA,NA,"hurts",-2
"1089",FALSE,0,NA,2017-11-14 18:40:22,FALSE,NA,"930505706272370688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","honeyrise",0,FALSE,FALSE,NA,NA,"ill",-2
"1090",FALSE,0,NA,2017-11-14 18:40:22,FALSE,NA,"930505706272370688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","honeyrise",0,FALSE,FALSE,NA,NA,"clear",1
"1091",FALSE,0,NA,2017-11-14 18:40:20,FALSE,NA,"930505694775857153",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Loquita_Vegan",101,TRUE,FALSE,NA,NA,"missing",-2
"1092",FALSE,0,NA,2017-11-14 18:40:20,FALSE,NA,"930505694775857153",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Loquita_Vegan",101,TRUE,FALSE,NA,NA,"lack",-2
"1093",FALSE,0,NA,2017-11-14 18:40:20,FALSE,NA,"930505694775857153",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Loquita_Vegan",101,TRUE,FALSE,NA,NA,"risk",-2
"1094",FALSE,0,NA,2017-11-14 18:40:20,FALSE,NA,"930505694775857153",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Loquita_Vegan",101,TRUE,FALSE,NA,NA,"cancer",-1
"1095",FALSE,0,"GeraldineAlicea",2017-11-14 18:40:08,FALSE,"930505395377987586","930505644255404032","776859668769607681","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SokoBeautyBlogs",0,FALSE,FALSE,NA,NA,"awesome",4
"1096",FALSE,0,"GeraldineAlicea",2017-11-14 18:40:08,FALSE,"930505395377987586","930505644255404032","776859668769607681","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SokoBeautyBlogs",0,FALSE,FALSE,NA,NA,"super",3
"1097",FALSE,0,NA,2017-11-14 18:40:02,FALSE,NA,"930505622226919432",NA,"<a href=""https://www.sweetertweet.com"" rel=""nofollow"">SweeterTweet</a>","TeaHerbMilkSoap",0,FALSE,FALSE,NA,NA,"rash",-2
"1098",FALSE,0,NA,2017-11-14 18:40:02,FALSE,NA,"930505620943491072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sugarsweetghost",101,TRUE,FALSE,NA,NA,"missing",-2
"1099",FALSE,0,NA,2017-11-14 18:40:02,FALSE,NA,"930505620943491072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sugarsweetghost",101,TRUE,FALSE,NA,NA,"lack",-2
"1100",FALSE,0,NA,2017-11-14 18:40:02,FALSE,NA,"930505620943491072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sugarsweetghost",101,TRUE,FALSE,NA,NA,"risk",-2
"1101",FALSE,0,NA,2017-11-14 18:40:02,FALSE,NA,"930505620943491072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sugarsweetghost",101,TRUE,FALSE,NA,NA,"cancer",-1
"1102",FALSE,0,NA,2017-11-14 18:39:09,FALSE,NA,"930505396762136582",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","flupreme",0,FALSE,FALSE,NA,NA,"better",2
"1103",FALSE,0,NA,2017-11-14 18:39:09,FALSE,NA,"930505396762136582",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","flupreme",0,FALSE,FALSE,NA,NA,"clear",1
"1104",FALSE,1,"SokoBeautyBlogs",2017-11-14 18:39:08,TRUE,"930490786784927745","930505395377987586","881135533342195712","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GeraldineAlicea",0,FALSE,FALSE,NA,NA,"great",3
"1105",FALSE,0,NA,2017-11-14 18:38:46,FALSE,NA,"930505301429760000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChelseacHazz",12582,TRUE,FALSE,NA,NA,"fucking",-4
"1106",FALSE,0,NA,2017-11-14 18:38:46,FALSE,NA,"930505301429760000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChelseacHazz",12582,TRUE,FALSE,NA,NA,"difficult",-1
"1107",FALSE,0,"glowswatches",2017-11-14 18:38:41,FALSE,"930225661377220608","930505278709264384","917500882543108096","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Moainas",0,FALSE,FALSE,NA,NA,"helps",2
"1108",FALSE,0,NA,2017-11-14 18:38:40,FALSE,NA,"930505276091969538",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Suzume98",101,TRUE,FALSE,NA,NA,"missing",-2
"1109",FALSE,0,NA,2017-11-14 18:38:40,FALSE,NA,"930505276091969538",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Suzume98",101,TRUE,FALSE,NA,NA,"lack",-2
"1110",FALSE,0,NA,2017-11-14 18:38:40,FALSE,NA,"930505276091969538",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Suzume98",101,TRUE,FALSE,NA,NA,"risk",-2
"1111",FALSE,0,NA,2017-11-14 18:38:40,FALSE,NA,"930505276091969538",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Suzume98",101,TRUE,FALSE,NA,NA,"cancer",-1
"1112",FALSE,0,NA,2017-11-14 18:38:39,FALSE,NA,"930505272820404226",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ashawasha",38,TRUE,FALSE,NA,NA,"hate",-3
"1113",FALSE,0,NA,2017-11-14 18:38:39,FALSE,NA,"930505272820404226",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ashawasha",38,TRUE,FALSE,NA,NA,"lmao",4
"1114",FALSE,3,NA,2017-11-14 18:38:34,FALSE,NA,"930505249931980800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ariannalema_",0,FALSE,FALSE,NA,NA,"love",3
"1115",FALSE,0,NA,2017-11-14 18:37:59,FALSE,NA,"930505103295033346",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","doctorveronica",0,FALSE,FALSE,NA,NA,"good",3
"1116",FALSE,0,NA,2017-11-14 18:37:59,FALSE,NA,"930505103295033346",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","doctorveronica",0,FALSE,FALSE,NA,NA,"bad",-3
"1117",FALSE,0,NA,2017-11-14 18:37:41,FALSE,NA,"930505029991129088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","juliabby_",2967,TRUE,FALSE,NA,NA,"hate",-3
"1118",FALSE,0,NA,2017-11-14 18:37:32,FALSE,NA,"930504990661185541",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","celiaoxox",2967,TRUE,FALSE,NA,NA,"hate",-3
"1119",FALSE,0,NA,2017-11-14 18:37:17,FALSE,NA,"930504928287756288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","365_beautytips",0,FALSE,FALSE,NA,NA,"good",3
"1120",FALSE,0,NA,2017-11-14 18:37:15,FALSE,NA,"930504918913507333",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Charlee_Louann",2967,TRUE,FALSE,NA,NA,"hate",-3
"1121",FALSE,0,NA,2017-11-14 18:37:05,FALSE,NA,"930504877666480130",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PrincessCMKS",101,TRUE,FALSE,NA,NA,"missing",-2
"1122",FALSE,0,NA,2017-11-14 18:37:05,FALSE,NA,"930504877666480130",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PrincessCMKS",101,TRUE,FALSE,NA,NA,"lack",-2
"1123",FALSE,0,NA,2017-11-14 18:37:05,FALSE,NA,"930504877666480130",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PrincessCMKS",101,TRUE,FALSE,NA,NA,"risk",-2
"1124",FALSE,0,NA,2017-11-14 18:37:05,FALSE,NA,"930504877666480130",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PrincessCMKS",101,TRUE,FALSE,NA,NA,"cancer",-1
"1125",FALSE,0,NA,2017-11-14 18:36:56,FALSE,NA,"930504839104212994",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rainecloudss",101,TRUE,FALSE,NA,NA,"missing",-2
"1126",FALSE,0,NA,2017-11-14 18:36:56,FALSE,NA,"930504839104212994",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rainecloudss",101,TRUE,FALSE,NA,NA,"lack",-2
"1127",FALSE,0,NA,2017-11-14 18:36:56,FALSE,NA,"930504839104212994",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rainecloudss",101,TRUE,FALSE,NA,NA,"risk",-2
"1128",FALSE,0,NA,2017-11-14 18:36:56,FALSE,NA,"930504839104212994",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rainecloudss",101,TRUE,FALSE,NA,NA,"cancer",-1
"1129",FALSE,0,NA,2017-11-14 18:36:46,FALSE,NA,"930504797630984193",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pflanzengehirn",101,TRUE,FALSE,NA,NA,"missing",-2
"1130",FALSE,0,NA,2017-11-14 18:36:46,FALSE,NA,"930504797630984193",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pflanzengehirn",101,TRUE,FALSE,NA,NA,"lack",-2
"1131",FALSE,0,NA,2017-11-14 18:36:46,FALSE,NA,"930504797630984193",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pflanzengehirn",101,TRUE,FALSE,NA,NA,"risk",-2
"1132",FALSE,0,NA,2017-11-14 18:36:46,FALSE,NA,"930504797630984193",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pflanzengehirn",101,TRUE,FALSE,NA,NA,"cancer",-1
"1133",FALSE,0,NA,2017-11-14 18:35:33,TRUE,NA,"930504490100428800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Melissa_Talk_",0,FALSE,FALSE,NA,NA,"top",2
"1134",FALSE,0,NA,2017-11-14 18:34:22,FALSE,NA,"930504194167070720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jeonbucks",0,FALSE,FALSE,NA,NA,"clear",1
"1135",FALSE,0,NA,2017-11-14 18:34:22,FALSE,NA,"930504194167070720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jeonbucks",0,FALSE,FALSE,NA,NA,"hahaha",3
"1136",FALSE,0,NA,2017-11-14 18:33:02,FALSE,NA,"930503859142778880",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","EvgrnNutrition",0,FALSE,FALSE,NA,NA,"effective",2
"1137",FALSE,0,NA,2017-11-14 18:33:02,FALSE,NA,"930503859142778880",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","EvgrnNutrition",0,FALSE,FALSE,NA,NA,"inhibit",-1
"1138",FALSE,2,NA,2017-11-14 18:32:37,FALSE,NA,"930503753425408000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vxctorix_",0,FALSE,FALSE,NA,NA,"swear",-2
"1139",FALSE,2,NA,2017-11-14 18:32:37,FALSE,NA,"930503753425408000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vxctorix_",0,FALSE,FALSE,NA,NA,"bad",-3
"1140",FALSE,2,NA,2017-11-14 18:32:37,FALSE,NA,"930503753425408000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vxctorix_",0,FALSE,FALSE,NA,NA,"bad",-3
"1141",FALSE,6,"SteakAndIron",2017-11-14 18:31:22,TRUE,"930502043323711488","930503441343946752","31726941","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SteakAndIron",1,FALSE,FALSE,NA,NA,"improved",2
"1142",FALSE,6,"SteakAndIron",2017-11-14 18:31:22,TRUE,"930502043323711488","930503441343946752","31726941","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SteakAndIron",1,FALSE,FALSE,NA,NA,"pressure",-1
"1143",FALSE,0,NA,2017-11-14 18:31:18,FALSE,NA,"930503421999816704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","T_murts",101,TRUE,FALSE,NA,NA,"missing",-2
"1144",FALSE,0,NA,2017-11-14 18:31:18,FALSE,NA,"930503421999816704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","T_murts",101,TRUE,FALSE,NA,NA,"lack",-2
"1145",FALSE,0,NA,2017-11-14 18:31:18,FALSE,NA,"930503421999816704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","T_murts",101,TRUE,FALSE,NA,NA,"risk",-2
"1146",FALSE,0,NA,2017-11-14 18:31:18,FALSE,NA,"930503421999816704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","T_murts",101,TRUE,FALSE,NA,NA,"cancer",-1
"1147",FALSE,0,NA,2017-11-14 18:31:16,FALSE,NA,"930503414567415808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","throwmeinthebin",101,TRUE,FALSE,NA,NA,"missing",-2
"1148",FALSE,0,NA,2017-11-14 18:31:16,FALSE,NA,"930503414567415808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","throwmeinthebin",101,TRUE,FALSE,NA,NA,"lack",-2
"1149",FALSE,0,NA,2017-11-14 18:31:16,FALSE,NA,"930503414567415808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","throwmeinthebin",101,TRUE,FALSE,NA,NA,"risk",-2
"1150",FALSE,0,NA,2017-11-14 18:31:16,FALSE,NA,"930503414567415808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","throwmeinthebin",101,TRUE,FALSE,NA,NA,"cancer",-1
"1151",FALSE,0,NA,2017-11-14 18:30:57,FALSE,NA,"930503334766800896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","elodiexmarie",101,TRUE,FALSE,NA,NA,"missing",-2
"1152",FALSE,0,NA,2017-11-14 18:30:57,FALSE,NA,"930503334766800896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","elodiexmarie",101,TRUE,FALSE,NA,NA,"lack",-2
"1153",FALSE,0,NA,2017-11-14 18:30:57,FALSE,NA,"930503334766800896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","elodiexmarie",101,TRUE,FALSE,NA,NA,"risk",-2
"1154",FALSE,0,NA,2017-11-14 18:30:57,FALSE,NA,"930503334766800896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","elodiexmarie",101,TRUE,FALSE,NA,NA,"cancer",-1
"1155",FALSE,0,NA,2017-11-14 18:30:53,FALSE,NA,"930503316978765824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","serjstripxrtite",101,TRUE,FALSE,NA,NA,"missing",-2
"1156",FALSE,0,NA,2017-11-14 18:30:53,FALSE,NA,"930503316978765824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","serjstripxrtite",101,TRUE,FALSE,NA,NA,"lack",-2
"1157",FALSE,0,NA,2017-11-14 18:30:53,FALSE,NA,"930503316978765824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","serjstripxrtite",101,TRUE,FALSE,NA,NA,"risk",-2
"1158",FALSE,0,NA,2017-11-14 18:30:53,FALSE,NA,"930503316978765824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","serjstripxrtite",101,TRUE,FALSE,NA,NA,"cancer",-1
"1159",FALSE,0,"swiftysparkle23",2017-11-14 18:30:47,TRUE,"930500478881984512","930503293587083265","581254308","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nataszijam",0,FALSE,FALSE,NA,NA,"problems",-2
"1160",FALSE,0,NA,2017-11-14 18:30:31,FALSE,NA,"930503226788474881",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jonaweinhofen",101,TRUE,FALSE,NA,NA,"missing",-2
"1161",FALSE,0,NA,2017-11-14 18:30:31,FALSE,NA,"930503226788474881",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jonaweinhofen",101,TRUE,FALSE,NA,NA,"lack",-2
"1162",FALSE,0,NA,2017-11-14 18:30:31,FALSE,NA,"930503226788474881",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jonaweinhofen",101,TRUE,FALSE,NA,NA,"risk",-2
"1163",FALSE,0,NA,2017-11-14 18:30:31,FALSE,NA,"930503226788474881",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jonaweinhofen",101,TRUE,FALSE,NA,NA,"cancer",-1
"1164",FALSE,0,"amyalkon",2017-11-14 18:30:26,FALSE,"930423995492478976","930503204256628736","28872567","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","darksister4",0,FALSE,FALSE,NA,NA,"smart",1
"1165",FALSE,0,NA,2017-11-14 18:29:51,TRUE,NA,"930503057925840896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tweetsfrmak",0,FALSE,FALSE,NA,NA,"ass",-4
"1166",FALSE,0,NA,2017-11-14 18:29:51,TRUE,NA,"930503057925840896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tweetsfrmak",0,FALSE,FALSE,NA,NA,"clear",1
"1167",FALSE,0,NA,2017-11-14 18:29:42,FALSE,NA,"930503021636870145",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","_Dirty_Girl_",10,TRUE,FALSE,NA,NA,"suffer",-2
"1168",FALSE,2,NA,2017-11-14 18:29:25,FALSE,NA,"930502946986643457",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","peeanofreek",0,FALSE,FALSE,NA,NA,"lied",-2
"1169",FALSE,2,NA,2017-11-14 18:29:25,FALSE,NA,"930502946986643457",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","peeanofreek",0,FALSE,FALSE,NA,NA,"clear",1
"1170",FALSE,0,NA,2017-11-14 18:29:17,FALSE,NA,"930502914883375107",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TakeMeToThe_SKY",38,TRUE,FALSE,NA,NA,"hate",-3
"1171",FALSE,0,NA,2017-11-14 18:29:17,FALSE,NA,"930502914883375107",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TakeMeToThe_SKY",38,TRUE,FALSE,NA,NA,"lmao",4
"1172",FALSE,0,NA,2017-11-14 18:29:03,FALSE,NA,"930502858117734400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sph1nxxxxx",0,FALSE,FALSE,NA,NA,"cares",2
"1173",FALSE,0,NA,2017-11-14 18:29:03,FALSE,NA,"930502858117734400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sph1nxxxxx",0,FALSE,FALSE,NA,NA,"ugly",-3
"1174",FALSE,0,NA,2017-11-14 18:28:12,FALSE,NA,"930502641674870784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","meowmorgann_",282,TRUE,FALSE,NA,NA,"like",2
"1175",FALSE,0,NA,2017-11-14 18:28:12,FALSE,NA,"930502641674870784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","meowmorgann_",282,TRUE,FALSE,NA,NA,"ass",-4
"1176",FALSE,0,NA,2017-11-14 18:28:12,FALSE,NA,"930502641674870784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","meowmorgann_",282,TRUE,FALSE,NA,NA,"fucking",-4
"1177",FALSE,0,"LailaSalmans",2017-11-14 18:28:02,FALSE,NA,"930502600683696128","854381587835887616","<a href=""http://ewebglobal.com"" rel=""nofollow"">eWebglobal3</a>","jatinahuja100",0,FALSE,FALSE,NA,NA,"recommend",2
"1178",FALSE,0,NA,2017-11-14 18:27:54,FALSE,NA,"930502566479151104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mayala283Marian",282,TRUE,FALSE,NA,NA,"like",2
